<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.SBER:SMAL,1,20230309,111600,173.5000000,173.5000000,173.5000000,173.5000000,1
MOEX.SBER:SMAL,1,20230309,111700,172.6400000,172.6400000,172.5100000,172.5100000,8
MOEX.SBER:SMAL,1,20230309,133800,172.5000000,172.5000000,172.2100000,172.2100000,5
MOEX.SBER:SMAL,1,20230309,150800,173.9600000,173.9600000,173.9600000,173.9600000,8
MOEX.SBER:SMAL,1,20230309,163000,172.2400000,172.2400000,172.2100000,172.2100000,5
MOEX.SBER:SMAL,1,20230309,173400,172.2300000,172.2300000,172.2300000,172.2300000,4
MOEX.SBER:SMAL,1,20230309,181900,172.2900000,172.2900000,172.0900000,172.0900000,144
MOEX.SBER:SMAL,1,20230310,120600,172.0000000,172.0000000,172.0000000,172.0000000,1
MOEX.SBER:SMAL,1,20230310,123900,172.0000000,172.0000000,172.0000000,172.0000000,2
MOEX.SBER:SMAL,1,20230310,125700,172.0100000,172.0100000,172.0100000,172.0100000,1
MOEX.SBER:SMAL,1,20230310,131200,172.5400000,172.5400000,172.5400000,172.5400000,3
MOEX.SBER:SMAL,1,20230310,131600,172.5400000,172.5400000,172.5400000,172.5400000,3
MOEX.SBER:SMAL,1,20230310,132900,172.0000000,172.0000000,172.0000000,172.0000000,4
MOEX.SBER:SMAL,1,20230310,134100,172.0000000,172.0000000,171.5800000,171.5800000,2
MOEX.SBER:SMAL,1,20230310,155100,171.0600000,171.0600000,171.0600000,171.0600000,6
MOEX.SBER:SMAL,1,20230310,162700,171.2000000,171.2000000,171.0700000,171.0700000,4
MOEX.SBER:SMAL,1,20230310,182600,171.7200000,171.7200000,171.5000000,171.5000000,56
MOEX.SBER:SMAL,1,20230310,183200,171.5000000,171.5000000,171.5000000,171.5000000,2
MOEX.SBER:SMAL,1,20230310,190600,173.5400000,173.5400000,173.3600000,173.3600000,10
MOEX.SBER:SMAL,1,20230310,190800,173.3600000,173.3600000,173.3600000,173.3600000,3
MOEX.SBER:SMAL,1,20230310,210900,171.2700000,171.2700000,171.2700000,171.2700000,1
MOEX.SBER:SMAL,1,20230310,234400,172.9900000,172.9900000,172.9900000,172.9900000,5
MOEX.SBER:SMAL,1,20230313,120600,171.4300000,171.4300000,171.4300000,171.4300000,3
MOEX.SBER:SMAL,1,20230313,135600,171.4800000,171.4800000,171.4800000,171.4800000,4
MOEX.SBER:SMAL,1,20230313,171700,172.8200000,172.8200000,172.8200000,172.8200000,1
MOEX.SBER:SMAL,1,20230313,173400,172.7900000,172.7900000,172.7900000,172.7900000,2
MOEX.SBER:SMAL,1,20230313,182800,170.1700000,170.1700000,170.0700000,170.0700000,72
MOEX.SBER:SMAL,1,20230313,183100,171.5000000,171.5000000,171.5000000,171.5000000,6
MOEX.SBER:SMAL,1,20230313,183200,171.5000000,171.5000000,171.5000000,171.5000000,2
MOEX.SBER:SMAL,1,20230313,192100,173.6000000,173.6100000,173.6000000,173.6100000,5
MOEX.SBER:SMAL,1,20230314,103100,170.2600000,170.2600000,170.2500000,170.2500000,4
MOEX.SBER:SMAL,1,20230314,104600,170.2500000,170.2500000,168.5000000,168.5000000,9
MOEX.SBER:SMAL,1,20230314,111700,169.7600000,169.7600000,169.7600000,169.7600000,5
MOEX.SBER:SMAL,1,20230314,114700,173.4400000,173.4800000,173.4400000,173.4800000,10
MOEX.SBER:SMAL,1,20230314,123400,173.5000000,173.5000000,173.5000000,173.5000000,1
MOEX.SBER:SMAL,1,20230314,124600,173.5000000,173.5000000,173.5000000,173.5000000,1
MOEX.SBER:SMAL,1,20230314,142500,174.3600000,174.3600000,174.3600000,174.3600000,2
MOEX.SBER:SMAL,1,20230314,142900,174.3600000,174.3600000,174.3600000,174.3600000,2
MOEX.SBER:SMAL,1,20230314,143200,174.3700000,174.3700000,174.3700000,174.3700000,9
MOEX.SBER:SMAL,1,20230314,151800,174.5500000,174.5600000,174.5500000,174.5600000,2
MOEX.SBER:SMAL,1,20230314,163500,175.0000000,175.6800000,175.0000000,175.6800000,9
MOEX.SBER:SMAL,1,20230314,164300,171.7000000,171.7000000,171.7000000,171.7000000,2
MOEX.SBER:SMAL,1,20230314,165900,176.0000000,176.0000000,176.0000000,176.0000000,2
MOEX.SBER:SMAL,1,20230314,173800,176.0000000,176.0000000,176.0000000,176.0000000,2
MOEX.SBER:SMAL,1,20230314,180500,176.0000000,176.0000000,176.0000000,176.0000000,2
MOEX.SBER:SMAL,1,20230314,181300,176.0000000,176.0000000,175.4600000,175.4600000,54
MOEX.SBER:SMAL,1,20230314,191500,177.4500000,177.4500000,177.4500000,177.4500000,5
MOEX.SBER:SMAL,1,20230314,195000,177.0000000,177.0000000,177.0000000,177.0000000,1
MOEX.SBER:SMAL,1,20230314,211300,175.9700000,175.9700000,175.9700000,175.9700000,1
MOEX.SBER:SMAL,1,20230314,212300,175.0000000,175.0000000,175.0000000,175.0000000,1
MOEX.SBER:SMAL,1,20230315,101100,177.0000000,177.0000000,177.0000000,177.0000000,3
MOEX.SBER:SMAL,1,20230315,105900,176.2400000,176.2400000,176.2400000,176.2400000,1
MOEX.SBER:SMAL,1,20230315,110700,176.0000000,176.0000000,176.0000000,176.0000000,1
MOEX.SBER:SMAL,1,20230315,111000,173.4800000,173.4800000,172.9400000,172.9400000,5
MOEX.SBER:SMAL,1,20230315,113200,173.5800000,173.5800000,173.5800000,173.5800000,5
MOEX.SBER:SMAL,1,20230315,115800,173.6000000,173.6000000,173.6000000,173.6000000,8
MOEX.SBER:SMAL,1,20230315,124000,173.9400000,173.9400000,173.9200000,173.9200000,4
MOEX.SBER:SMAL,1,20230315,130200,176.7100000,176.7200000,176.7100000,176.7200000,2
MOEX.SBER:SMAL,1,20230315,143200,174.3000000,174.3000000,174.2900000,174.2900000,2
MOEX.SBER:SMAL,1,20230315,143900,174.0700000,174.0700000,174.0600000,174.0600000,4
MOEX.SBER:SMAL,1,20230315,144000,174.0000000,174.0000000,174.0000000,174.0000000,2
MOEX.SBER:SMAL,1,20230315,155800,173.5800000,173.5800000,173.5800000,173.5800000,8
MOEX.SBER:SMAL,1,20230315,181800,173.7800000,173.7800000,173.7500000,173.7500000,44
MOEX.SBER:SMAL,1,20230315,182200,174.4000000,174.4000000,174.4000000,174.4000000,2
MOEX.SBER:SMAL,1,20230315,235000,175.3500000,175.3500000,175.3500000,175.3500000,1
MOEX.SBER:SMAL,1,20230316,104500,173.0200000,173.0200000,173.0200000,173.0200000,1
MOEX.SBER:SMAL,1,20230316,104700,176.0000000,176.6700000,176.0000000,176.6700000,8
MOEX.SBER:SMAL,1,20230316,105100,173.2200000,173.2200000,173.2200000,173.2200000,8
MOEX.SBER:SMAL,1,20230316,110300,176.6500000,176.6500000,176.6500000,176.6500000,2
MOEX.SBER:SMAL,1,20230316,153700,174.1400000,174.1400000,174.0000000,174.0000000,2
MOEX.SBER:SMAL,1,20230316,180500,174.2000000,174.2000000,174.1000000,174.1000000,4
MOEX.SBER:SMAL,1,20230316,180600,174.1000000,174.1000000,174.0100000,174.0100000,60
MOEX.SBER:SMAL,1,20230316,204300,175.0000000,175.0000000,175.0000000,175.0000000,3
MOEX.SBER:SMAL,1,20230316,215000,175.0100000,175.0100000,175.0000000,175.0000000,9
MOEX.SBER:SMAL,1,20230317,100100,177.8700000,179.9900000,177.8700000,179.9900000,8
MOEX.SBER:SMAL,1,20230317,100500,181.0000000,181.0000000,181.0000000,181.0000000,5
MOEX.SBER:SMAL,1,20230317,102500,180.9000000,180.9000000,180.9000000,180.9000000,1
MOEX.SBER:SMAL,1,20230317,102600,180.8700000,180.8700000,180.6400000,180.6400000,3
MOEX.SBER:SMAL,1,20230317,104000,180.9200000,180.9200000,180.9200000,180.9200000,4
MOEX.SBER:SMAL,1,20230317,110200,179.9900000,179.9900000,179.9900000,179.9900000,1
MOEX.SBER:SMAL,1,20230317,110600,180.0000000,180.0000000,180.0000000,180.0000000,1
MOEX.SBER:SMAL,1,20230317,111500,180.0000000,180.0000000,177.8600000,177.8600000,2
MOEX.SBER:SMAL,1,20230317,111900,180.4000000,180.5000000,180.4000000,180.5000000,5
MOEX.SBER:SMAL,1,20230317,112000,180.6000000,180.9000000,180.6000000,180.9000000,9
MOEX.SBER:SMAL,1,20230317,112300,177.8700000,177.8700000,177.8700000,177.8700000,8
MOEX.SBER:SMAL,1,20230317,115900,182.6800000,182.7000000,182.6800000,182.7000000,3
MOEX.SBER:SMAL,1,20230317,120700,182.9400000,182.9400000,182.9400000,182.9400000,1
MOEX.SBER:SMAL,1,20230317,121100,182.0000000,182.0000000,182.0000000,182.0000000,1
MOEX.SBER:SMAL,1,20230317,122900,181.5000000,181.5000000,181.5000000,181.5000000,1
MOEX.SBER:SMAL,1,20230317,123600,182.0000000,182.0000000,182.0000000,182.0000000,1
MOEX.SBER:SMAL,1,20230317,124100,182.3000000,182.3000000,182.3000000,182.3000000,1
MOEX.SBER:SMAL,1,20230317,124900,181.0100000,181.0100000,181.0100000,181.0100000,2
MOEX.SBER:SMAL,1,20230317,130000,181.0100000,181.0100000,180.0100000,180.0100000,6
MOEX.SBER:SMAL,1,20230317,131000,181.0100000,181.0100000,181.0100000,181.0100000,3
MOEX.SBER:SMAL,1,20230317,131100,181.0100000,181.0100000,181.0100000,181.0100000,1
MOEX.SBER:SMAL,1,20230317,135100,181.0000000,181.0000000,181.0000000,181.0000000,1
MOEX.SBER:SMAL,1,20230317,140100,181.5000000,184.0000000,181.5000000,184.0000000,18
MOEX.SBER:SMAL,1,20230317,140200,184.5000000,185.0000000,184.5000000,185.0000000,2
MOEX.SBER:SMAL,1,20230317,140600,185.5000000,187.0000000,185.5000000,187.0000000,4
MOEX.SBER:SMAL,1,20230317,142000,187.5000000,187.5000000,187.5000000,187.5000000,1
MOEX.SBER:SMAL,1,20230317,142200,188.0000000,188.0000000,188.0000000,188.0000000,1
MOEX.SBER:SMAL,1,20230317,143000,188.5000000,191.0000000,188.5000000,191.0000000,16
MOEX.SBER:SMAL,1,20230317,144100,192.0000000,194.4900000,192.0000000,194.4900000,6
MOEX.SBER:SMAL,1,20230317,144500,194.0000000,194.4900000,194.0000000,194.4900000,2
MOEX.SBER:SMAL,1,20230317,144600,194.4900000,194.4900000,194.4900000,194.4900000,2
MOEX.SBER:SMAL,1,20230317,145300,189.2500000,189.2500000,189.2500000,189.2500000,5
MOEX.SBER:SMAL,1,20230317,150900,193.9700000,193.9700000,193.9700000,193.9700000,1
MOEX.SBER:SMAL,1,20230317,151300,193.0000000,193.0000000,193.0000000,193.0000000,1
MOEX.SBER:SMAL,1,20230317,161200,189.6400000,189.6400000,189.6300000,189.6300000,2
MOEX.SBER:SMAL,1,20230317,162900,190.1400000,190.1400000,190.0000000,190.0000000,4
MOEX.SBER:SMAL,1,20230317,164100,190.0800000,190.0800000,190.0700000,190.0700000,2
MOEX.SBER:SMAL,1,20230317,174400,190.1200000,190.1200000,190.1200000,190.1200000,4
MOEX.SBER:SMAL,1,20230317,175900,190.1200000,190.1200000,189.0000000,189.0000000,227
MOEX.SBER:SMAL,1,20230317,180000,189.0000000,189.0000000,189.0000000,189.0000000,97
MOEX.SBER:SMAL,1,20230317,182400,190.7900000,190.7900000,190.4800000,190.4800000,4
MOEX.SBER:SMAL,1,20230317,184000,191.2500000,191.2600000,191.2500000,191.2600000,2
MOEX.SBER:SMAL,1,20230317,200800,191.2600000,191.2600000,191.2600000,191.2600000,1
MOEX.SBER:SMAL,1,20230317,204700,191.4300000,191.4300000,191.4300000,191.4300000,1
MOEX.SBER:SMAL,1,20230317,212900,191.4800000,191.4900000,191.4800000,191.4900000,10
MOEX.SBER:SMAL,1,20230317,220900,191.5000000,192.0900000,191.5000000,192.0900000,10
MOEX.SBER:SMAL,1,20230317,224200,190.5900000,190.5900000,190.5900000,190.5900000,1
MOEX.SBER:SMAL,1,20230320,100500,206.7700000,206.7700000,206.7700000,206.7700000,3
MOEX.SBER:SMAL,1,20230320,101400,192.0100000,203.0000000,192.0100000,203.0000000,9
MOEX.SBER:SMAL,1,20230320,101600,199.9900000,201.9600000,199.9900000,201.9600000,9
MOEX.SBER:SMAL,1,20230320,102500,201.9900000,201.9900000,201.9900000,201.9900000,5
MOEX.SBER:SMAL,1,20230320,103100,200.9900000,200.9900000,200.9900000,200.9900000,3
MOEX.SBER:SMAL,1,20230320,103700,200.9900000,201.9300000,194.6500000,194.6500000,13
MOEX.SBER:SMAL,1,20230320,105500,201.0000000,201.0000000,201.0000000,201.0000000,1
MOEX.SBER:SMAL,1,20230320,105900,201.0100000,201.8500000,201.0100000,201.8500000,4
MOEX.SBER:SMAL,1,20230320,111100,199.0000000,199.9900000,199.0000000,199.9900000,4
MOEX.SBER:SMAL,1,20230320,112900,198.9900000,198.9900000,198.9900000,198.9900000,1
MOEX.SBER:SMAL,1,20230320,114600,198.9900000,198.9900000,198.9900000,198.9900000,5
MOEX.SBER:SMAL,1,20230320,125100,198.4300000,198.4300000,198.0100000,198.0100000,7
MOEX.SBER:SMAL,1,20230320,132200,198.1000000,198.1000000,197.7300000,197.7300000,4
MOEX.SBER:SMAL,1,20230320,135200,199.4900000,199.4900000,199.4900000,199.4900000,1
MOEX.SBER:SMAL,1,20230320,144800,197.9900000,197.9900000,197.8100000,197.8100000,4
MOEX.SBER:SMAL,1,20230320,152900,197.8400000,197.8400000,197.8400000,197.8400000,4
MOEX.SBER:SMAL,1,20230320,154600,198.0000000,198.0000000,197.8400000,197.8400000,8
MOEX.SBER:SMAL,1,20230320,174600,199.4800000,199.4900000,199.4800000,199.4900000,3
MOEX.SBER:SMAL,1,20230320,174700,199.4900000,199.8600000,199.4800000,199.4800000,5
MOEX.SBER:SMAL,1,20230320,174800,198.0900000,198.0900000,198.0900000,198.0900000,6
MOEX.SBER:SMAL,1,20230320,175800,199.7700000,199.7700000,199.7700000,199.7700000,1
MOEX.SBER:SMAL,1,20230320,175900,199.0000000,199.0000000,198.0000000,198.0000000,228
MOEX.SBER:SMAL,1,20230320,190600,199.0000000,199.0000000,199.0000000,199.0000000,6
MOEX.SBER:SMAL,1,20230320,192200,199.8900000,199.8900000,199.8900000,199.8900000,1
MOEX.SBER:SMAL,1,20230320,203000,199.5900000,199.5900000,199.5900000,199.5900000,1
MOEX.SBER:SMAL,1,20230320,203900,199.8900000,199.8900000,199.8900000,199.8900000,7
MOEX.SBER:SMAL,1,20230320,204800,200.0700000,200.5200000,200.0700000,200.5200000,5
MOEX.SBER:SMAL,1,20230320,213200,204.2300000,204.2300000,204.2300000,204.2300000,1
MOEX.SBER:SMAL,1,20230321,103500,205.0000000,205.0000000,205.0000000,205.0000000,1
MOEX.SBER:SMAL,1,20230321,103900,200.0000000,200.0000000,200.0000000,200.0000000,1
MOEX.SBER:SMAL,1,20230321,105500,207.9900000,207.9900000,207.9900000,207.9900000,1
MOEX.SBER:SMAL,1,20230321,105800,199.6400000,199.6400000,199.6300000,199.6300000,4
MOEX.SBER:SMAL,1,20230321,110000,199.6400000,199.6400000,198.2800000,198.2800000,8
MOEX.SBER:SMAL,1,20230321,111000,199.2900000,199.2900000,199.2900000,199.2900000,1
MOEX.SBER:SMAL,1,20230321,111400,199.3200000,199.3200000,199.3200000,199.3200000,4
MOEX.SBER:SMAL,1,20230321,111500,199.3200000,199.3200000,199.3200000,199.3200000,4
MOEX.SBER:SMAL,1,20230321,111600,199.3200000,199.3200000,199.3000000,199.3100000,4
MOEX.SBER:SMAL,1,20230321,111700,199.3100000,199.3100000,199.3100000,199.3100000,4
MOEX.SBER:SMAL,1,20230321,111800,199.3100000,199.3100000,199.3100000,199.3100000,3
MOEX.SBER:SMAL,1,20230321,120900,203.9400000,204.9800000,203.9400000,204.9800000,4
MOEX.SBER:SMAL,1,20230321,124300,200.3400000,200.3400000,199.9900000,199.9900000,6
MOEX.SBER:SMAL,1,20230321,125300,205.9900000,205.9900000,205.9900000,205.9900000,2
MOEX.SBER:SMAL,1,20230321,132800,200.4800000,200.4800000,200.4700000,200.4700000,2
MOEX.SBER:SMAL,1,20230321,133100,204.0000000,204.0000000,204.0000000,204.0000000,1
MOEX.SBER:SMAL,1,20230321,140800,200.1500000,200.1500000,200.1500000,200.1500000,1
MOEX.SBER:SMAL,1,20230321,142200,204.0100000,204.0100000,204.0100000,204.0100000,1
MOEX.SBER:SMAL,1,20230321,150500,205.0000000,205.0000000,205.0000000,205.0000000,3
MOEX.SBER:SMAL,1,20230321,175600,205.0100000,205.0100000,204.0000000,204.0000000,244
MOEX.SBER:SMAL,1,20230321,175700,204.0000000,204.0000000,204.0000000,204.0000000,46
MOEX.SBER:SMAL,1,20230321,193300,203.7200000,203.7200000,203.7200000,203.7200000,3
MOEX.SBER:SMAL,1,20230321,193400,201.9300000,201.9300000,201.9300000,201.9300000,1
MOEX.SBER:SMAL,1,20230321,205100,203.7200000,203.7200000,203.7200000,203.7200000,1
MOEX.SBER:SMAL,1,20230322,105500,199.3300000,199.3300000,199.3300000,199.3300000,6
MOEX.SBER:SMAL,1,20230322,110000,199.3400000,199.3400000,199.3400000,199.3400000,6
MOEX.SBER:SMAL,1,20230322,110100,199.6500000,199.6500000,199.6500000,199.6500000,4
MOEX.SBER:SMAL,1,20230322,110200,199.3500000,199.3500000,199.3500000,199.3500000,6
MOEX.SBER:SMAL,1,20230322,113200,203.9900000,203.9900000,203.9900000,203.9900000,2
MOEX.SBER:SMAL,1,20230322,114100,200.0600000,200.0600000,200.0600000,200.0600000,4
MOEX.SBER:SMAL,1,20230322,114300,203.0000000,203.9200000,203.0000000,203.9200000,2
MOEX.SBER:SMAL,1,20230322,114400,200.0700000,200.0700000,200.0700000,200.0700000,1
MOEX.SBER:SMAL,1,20230322,115200,200.1000000,200.1000000,200.0700000,200.0700000,4
MOEX.SBER:SMAL,1,20230322,115800,203.1100000,203.3900000,203.1100000,203.3900000,4
MOEX.SBER:SMAL,1,20230322,132300,200.1700000,200.1700000,200.1700000,200.1700000,3
MOEX.SBER:SMAL,1,20230322,133800,200.2100000,200.2100000,200.2100000,200.2100000,1
MOEX.SBER:SMAL,1,20230322,140700,203.6100000,203.6100000,203.6100000,203.6100000,1
MOEX.SBER:SMAL,1,20230322,140800,203.7000000,203.7000000,203.7000000,203.7000000,1
MOEX.SBER:SMAL,1,20230322,143700,203.8300000,203.8300000,203.8300000,203.8300000,2
MOEX.SBER:SMAL,1,20230322,171700,202.7700000,202.7700000,202.7700000,202.7700000,1
MOEX.SBER:SMAL,1,20230322,173900,204.2200000,204.2200000,204.2200000,204.2200000,1
MOEX.SBER:SMAL,1,20230322,182200,202.7500000,202.7500000,202.0000000,202.0000000,184
MOEX.SBER:SMAL,1,20230322,191700,200.0200000,200.0200000,200.0200000,200.0200000,7
MOEX.SBER:SMAL,1,20230322,192300,204.0700000,204.0700000,204.0700000,204.0700000,2
MOEX.SBER:SMAL,1,20230323,100100,205.9200000,205.9200000,205.9200000,205.9200000,1
MOEX.SBER:SMAL,1,20230323,100800,200.1100000,200.1100000,200.1100000,200.1100000,2
MOEX.SBER:SMAL,1,20230323,100900,201.0000000,201.0000000,201.0000000,201.0000000,1
MOEX.SBER:SMAL,1,20230323,102400,205.7700000,205.7700000,205.7700000,205.7700000,1
MOEX.SBER:SMAL,1,20230323,113400,204.0000000,204.0000000,204.0000000,204.0000000,1
MOEX.SBER:SMAL,1,20230323,145600,203.0000000,203.0000000,202.0200000,202.0200000,8
MOEX.SBER:SMAL,1,20230323,171600,202.0200000,202.0200000,202.0200000,202.0200000,1
MOEX.SBER:SMAL,1,20230323,174300,203.1100000,203.1100000,203.1100000,203.1100000,3
MOEX.SBER:SMAL,1,20230323,183500,202.2500000,202.2500000,202.1100000,202.1100000,120
MOEX.SBER:SMAL,1,20230323,223800,202.8800000,202.8800000,202.8800000,202.8800000,1
MOEX.SBER:SMAL,1,20230324,103600,203.0000000,203.0000000,203.0000000,203.0000000,1
MOEX.SBER:SMAL,1,20230324,111900,203.5000000,203.5000000,203.5000000,203.5000000,1
MOEX.SBER:SMAL,1,20230324,115200,203.0000000,203.0000000,203.0000000,203.0000000,1
MOEX.SBER:SMAL,1,20230324,144200,203.5000000,203.5000000,203.5000000,203.5000000,1
MOEX.SBER:SMAL,1,20230324,150600,203.5000000,203.5000000,203.5000000,203.5000000,1
MOEX.SBER:SMAL,1,20230324,152100,203.5000000,203.5000000,203.5000000,203.5000000,1
MOEX.SBER:SMAL,1,20230324,165200,203.5000000,203.5000000,203.5000000,203.5000000,5
MOEX.SBER:SMAL,1,20230324,174400,202.5000000,202.5000000,202.0400000,202.0400000,88
MOEX.SBER:SMAL,1,20230327,104400,201.5600000,201.5600000,201.5600000,201.5600000,2
MOEX.SBER:SMAL,1,20230327,121500,205.9800000,205.9800000,205.9800000,205.9800000,1
MOEX.SBER:SMAL,1,20230327,121600,205.9900000,205.9900000,205.9900000,205.9900000,1
MOEX.SBER:SMAL,1,20230327,122800,206.3500000,206.3700000,206.3500000,206.3700000,3
MOEX.SBER:SMAL,1,20230327,124300,206.3700000,206.3700000,206.3700000,206.3700000,1
MOEX.SBER:SMAL,1,20230327,124500,206.4900000,206.5000000,206.4900000,206.5000000,3
MOEX.SBER:SMAL,1,20230327,131300,207.7000000,207.7000000,207.7000000,207.7000000,1
MOEX.SBER:SMAL,1,20230327,145500,208.9800000,208.9800000,208.9800000,208.9800000,1
MOEX.SBER:SMAL,1,20230327,155400,206.3600000,206.3600000,206.3600000,206.3600000,1
MOEX.SBER:SMAL,1,20230327,155800,208.9900000,208.9900000,208.9900000,208.9900000,1
MOEX.SBER:SMAL,1,20230327,162800,206.4000000,206.4000000,206.4000000,206.4000000,4
MOEX.SBER:SMAL,1,20230327,163300,209.9900000,209.9900000,209.9900000,209.9900000,1
MOEX.SBER:SMAL,1,20230327,172300,209.9700000,209.9900000,209.9700000,209.9900000,4
MOEX.SBER:SMAL,1,20230327,173300,210.0000000,210.3600000,210.0000000,210.3600000,3
MOEX.SBER:SMAL,1,20230327,173700,208.1000000,208.1000000,208.0900000,208.0900000,5
MOEX.SBER:SMAL,1,20230327,181400,208.4800000,208.4800000,208.2700000,208.2700000,146
MOEX.SBER:SMAL,1,20230327,182000,209.0000000,209.0000000,209.0000000,209.0000000,1
MOEX.SBER:SMAL,1,20230327,201600,206.0000000,206.0000000,205.4700000,205.4700000,6
MOEX.SBER:SMAL,1,20230327,203500,211.0000000,211.0000000,211.0000000,211.0000000,1
MOEX.SBER:SMAL,1,20230327,214000,212.0000000,212.0000000,212.0000000,212.0000000,1
MOEX.SBER:SMAL,1,20230328,100500,214.9900000,214.9900000,214.9900000,214.9900000,1
MOEX.SBER:SMAL,1,20230328,102600,215.0000000,215.0000000,215.0000000,215.0000000,1
MOEX.SBER:SMAL,1,20230328,111300,213.5500000,213.5500000,213.5500000,213.5500000,1
MOEX.SBER:SMAL,1,20230328,115200,212.0100000,212.0100000,212.0100000,212.0100000,5
MOEX.SBER:SMAL,1,20230328,121900,208.6600000,208.6600000,208.3700000,208.3700000,4
MOEX.SBER:SMAL,1,20230328,123800,212.0100000,212.0100000,212.0100000,212.0100000,5
MOEX.SBER:SMAL,1,20230328,130800,212.2700000,212.2700000,212.2700000,212.2700000,9
MOEX.SBER:SMAL,1,20230328,130900,212.2900000,212.2900000,212.2900000,212.2900000,1
MOEX.SBER:SMAL,1,20230328,131500,208.4700000,208.4700000,208.4700000,208.4700000,1
MOEX.SBER:SMAL,1,20230328,150300,210.0000000,210.0000000,210.0000000,210.0000000,4
MOEX.SBER:SMAL,1,20230328,154400,212.5000000,212.5000000,210.0300000,210.0300000,4
MOEX.SBER:SMAL,1,20230328,155400,212.9500000,212.9500000,212.9500000,212.9500000,9
MOEX.SBER:SMAL,1,20230328,181800,211.1000000,211.1000000,211.0000000,211.0000000,59
MOEX.SBER:SMAL,1,20230328,181900,211.0000000,211.0000000,211.0000000,211.0000000,73
MOEX.SBER:SMAL,1,20230328,183100,211.0600000,211.0600000,211.0600000,211.0600000,3
MOEX.SBER:SMAL,1,20230328,184000,212.0000000,212.0000000,211.7200000,211.7200000,8
MOEX.SBER:SMAL,1,20230328,223200,212.7900000,212.7900000,212.7900000,212.7900000,4
MOEX.SBER:SMAL,1,20230328,232300,213.9400000,213.9400000,213.9400000,213.9400000,3
MOEX.SBER:SMAL,1,20230329,100700,220.0000000,220.0000000,220.0000000,220.0000000,1
MOEX.SBER:SMAL,1,20230329,101900,214.0000000,214.0000000,214.0000000,214.0000000,1
MOEX.SBER:SMAL,1,20230329,103200,219.9400000,219.9400000,219.9400000,219.9400000,1
MOEX.SBER:SMAL,1,20230329,123700,213.5000000,213.5000000,211.5200000,211.5200000,4
MOEX.SBER:SMAL,1,20230329,131800,211.5400000,211.5400000,211.5400000,211.5400000,2
MOEX.SBER:SMAL,1,20230329,140100,212.1300000,212.1300000,212.1300000,212.1300000,6
MOEX.SBER:SMAL,1,20230329,142200,218.0000000,218.0000000,218.0000000,218.0000000,1
MOEX.SBER:SMAL,1,20230329,151300,216.0100000,216.0100000,215.5100000,215.5100000,9
MOEX.SBER:SMAL,1,20230329,151600,217.5200000,217.5200000,217.5200000,217.5200000,6
MOEX.SBER:SMAL,1,20230329,153500,217.9700000,218.1500000,217.9700000,218.1500000,2
MOEX.SBER:SMAL,1,20230329,160200,218.9900000,218.9900000,218.9900000,218.9900000,9
MOEX.SBER:SMAL,1,20230329,174900,217.1000000,217.1000000,217.1000000,217.1000000,3
MOEX.SBER:SMAL,1,20230329,175000,217.1000000,217.1000000,217.1000000,217.1000000,6
MOEX.SBER:SMAL,1,20230329,180800,216.3300000,216.3300000,216.0600000,216.0600000,210
MOEX.SBER:SMAL,1,20230329,183400,217.5200000,217.5300000,217.5200000,217.5300000,2
MOEX.SBER:SMAL,1,20230329,191500,218.0000000,218.0000000,218.0000000,218.0000000,2
MOEX.SBER:SMAL,1,20230329,193800,218.7400000,218.7400000,218.7400000,218.7400000,4
MOEX.SBER:SMAL,1,20230329,211100,218.0000000,218.0000000,218.0000000,218.0000000,1
MOEX.SBER:SMAL,1,20230329,233600,218.4600000,218.4700000,218.4600000,218.4700000,2
MOEX.SBER:SMAL,1,20230329,234300,218.0000000,218.0000000,218.0000000,218.0000000,6
MOEX.SBER:SMAL,1,20230330,102100,219.8800000,219.8800000,219.8800000,219.8800000,1
MOEX.SBER:SMAL,1,20230330,102900,214.2900000,214.2900000,214.2900000,214.2900000,6
MOEX.SBER:SMAL,1,20230330,103700,219.7700000,219.7700000,219.7700000,219.7700000,1
MOEX.SBER:SMAL,1,20230330,104000,214.4900000,214.4900000,214.4900000,214.4900000,4
MOEX.SBER:SMAL,1,20230330,110100,218.9100000,218.9100000,218.9100000,218.9100000,3
MOEX.SBER:SMAL,1,20230330,123600,214.9000000,214.9000000,214.9000000,214.9000000,6
MOEX.SBER:SMAL,1,20230330,130600,214.9200000,214.9200000,214.9200000,214.9200000,8
MOEX.SBER:SMAL,1,20230330,155300,215.2000000,215.2000000,215.2000000,215.2000000,1
MOEX.SBER:SMAL,1,20230330,170000,218.4800000,218.4800000,218.4800000,218.4800000,1
MOEX.SBER:SMAL,1,20230330,171500,215.3100000,215.3100000,215.3100000,215.3100000,1
MOEX.SBER:SMAL,1,20230330,175800,218.0000000,218.0000000,218.0000000,218.0000000,1
MOEX.SBER:SMAL,1,20230330,183700,216.3000000,216.3000000,216.1300000,216.1300000,196
MOEX.SBER:SMAL,1,20230330,225400,217.2900000,217.2900000,217.2900000,217.2900000,1
MOEX.SBER:SMAL,1,20230331,123200,213.1000000,213.1000000,213.0900000,213.0900000,2
MOEX.SBER:SMAL,1,20230331,125700,213.0900000,213.0900000,213.0900000,213.0900000,1
