<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.SBER:SMAL,1,20230202,150200,157.0300000,157.0300000,157.0300000,157.0300000,6
MOEX.SBER:SMAL,1,20230202,153700,157.1200000,157.1200000,157.1200000,157.1200000,2
MOEX.SBER:SMAL,1,20230202,154300,158.7500000,158.7500000,158.7500000,158.7500000,1
MOEX.SBER:SMAL,1,20230202,154900,158.7500000,158.7500000,158.7500000,158.7500000,2
MOEX.SBER:SMAL,1,20230202,194900,159.9800000,160.0000000,159.9800000,160.0000000,2
MOEX.SBER:SMAL,1,20230202,210500,161.2400000,161.2400000,161.2400000,161.2400000,1
MOEX.SBER:SMAL,1,20230203,100800,157.7800000,157.7800000,157.7800000,157.7800000,2
MOEX.SBER:SMAL,1,20230203,114800,159.0000000,159.0000000,159.0000000,159.0000000,6
MOEX.SBER:SMAL,1,20230203,122800,158.8800000,158.8800000,158.8800000,158.8800000,6
MOEX.SBER:SMAL,1,20230203,145600,157.9300000,157.9300000,157.9000000,157.9000000,4
MOEX.SBER:SMAL,1,20230203,160500,159.4800000,159.7500000,159.4800000,159.7500000,10
MOEX.SBER:SMAL,1,20230203,160900,159.7500000,159.9100000,159.7500000,159.9100000,2
MOEX.SBER:SMAL,1,20230203,163300,159.9100000,159.9100000,159.9100000,159.9100000,4
MOEX.SBER:SMAL,1,20230203,163400,159.9100000,159.9100000,159.9100000,159.9100000,4
MOEX.SBER:SMAL,1,20230203,173300,159.0000000,159.0000000,159.0000000,159.0000000,50
MOEX.SBER:SMAL,1,20230203,173500,159.0000000,159.0000000,159.0000000,159.0000000,18
MOEX.SBER:SMAL,1,20230203,173600,159.0000000,159.0000000,159.0000000,159.0000000,202
MOEX.SBER:SMAL,1,20230203,191300,159.9900000,159.9900000,159.0800000,159.0800000,4
MOEX.SBER:SMAL,1,20230203,233700,161.7400000,161.7600000,161.7400000,161.7600000,5
MOEX.SBER:SMAL,1,20230206,114500,162.9800000,162.9800000,162.9800000,162.9800000,1
MOEX.SBER:SMAL,1,20230206,123100,163.6000000,163.6000000,163.6000000,163.6000000,2
MOEX.SBER:SMAL,1,20230206,124100,164.9700000,165.6200000,164.9700000,165.6200000,7
MOEX.SBER:SMAL,1,20230206,132800,164.9700000,164.9700000,164.9700000,164.9700000,1
MOEX.SBER:SMAL,1,20230206,134500,164.5000000,164.5000000,164.5000000,164.5000000,1
MOEX.SBER:SMAL,1,20230206,135400,164.0000000,164.0000000,164.0000000,164.0000000,1
MOEX.SBER:SMAL,1,20230206,142300,163.6200000,163.6200000,163.6000000,163.6000000,2
MOEX.SBER:SMAL,1,20230206,152700,163.0000000,163.0000000,163.0000000,163.0000000,4
MOEX.SBER:SMAL,1,20230206,160000,163.5000000,164.5000000,163.5000000,164.5000000,2
MOEX.SBER:SMAL,1,20230206,160200,164.9700000,165.0000000,164.9700000,165.0000000,6
MOEX.SBER:SMAL,1,20230206,161600,165.0000000,165.0000000,165.0000000,165.0000000,2
MOEX.SBER:SMAL,1,20230206,165400,164.5000000,164.5000000,164.0500000,164.0500000,7
MOEX.SBER:SMAL,1,20230206,165800,164.0500000,164.0500000,163.0400000,163.0400000,6
MOEX.SBER:SMAL,1,20230206,171700,165.0000000,165.0000000,165.0000000,165.0000000,2
MOEX.SBER:SMAL,1,20230206,174300,165.5000000,166.0000000,165.5000000,166.0000000,3
MOEX.SBER:SMAL,1,20230206,182000,166.0000000,166.0000000,165.7200000,165.7200000,4
MOEX.SBER:SMAL,1,20230206,183200,165.7200000,165.7200000,165.0000000,165.0000000,189
MOEX.SBER:SMAL,1,20230206,193800,166.9900000,166.9900000,166.9900000,166.9900000,1
MOEX.SBER:SMAL,1,20230206,215000,166.5800000,166.5800000,166.5800000,166.5800000,4
MOEX.SBER:SMAL,1,20230206,234800,166.8900000,166.8900000,166.8900000,166.8900000,1
MOEX.SBER:SMAL,1,20230207,101900,164.5700000,164.5700000,164.5700000,164.5700000,8
MOEX.SBER:SMAL,1,20230207,122600,164.6000000,164.6000000,164.6000000,164.6000000,2
MOEX.SBER:SMAL,1,20230207,122700,164.5800000,164.5800000,164.5700000,164.5700000,3
MOEX.SBER:SMAL,1,20230207,124500,164.6000000,164.6000000,164.6000000,164.6000000,1
MOEX.SBER:SMAL,1,20230207,141300,164.5700000,164.5700000,164.5700000,164.5700000,1
MOEX.SBER:SMAL,1,20230207,141400,164.5700000,164.5700000,164.5700000,164.5700000,5
MOEX.SBER:SMAL,1,20230207,151400,164.5700000,164.5700000,163.4400000,163.4400000,6
MOEX.SBER:SMAL,1,20230207,152200,163.4400000,163.4400000,163.4300000,163.4300000,9
MOEX.SBER:SMAL,1,20230207,154300,163.4100000,163.4100000,163.4100000,163.4100000,4
MOEX.SBER:SMAL,1,20230207,155600,163.4100000,163.4100000,163.4100000,163.4100000,1
MOEX.SBER:SMAL,1,20230207,162900,166.3700000,166.3700000,166.3700000,166.3700000,1
MOEX.SBER:SMAL,1,20230207,180300,164.3000000,164.3000000,164.0000000,164.0000000,184
MOEX.SBER:SMAL,1,20230207,181800,165.1600000,165.1600000,165.1600000,165.1600000,3
MOEX.SBER:SMAL,1,20230207,183900,165.5600000,165.5600000,165.5600000,165.5600000,1
MOEX.SBER:SMAL,1,20230207,192700,163.6500000,163.6500000,163.6500000,163.6500000,8
MOEX.SBER:SMAL,1,20230207,195400,164.3500000,164.3500000,164.3500000,164.3500000,4
MOEX.SBER:SMAL,1,20230207,212800,164.9000000,164.9000000,164.9000000,164.9000000,1
MOEX.SBER:SMAL,1,20230208,123100,165.9800000,165.9800000,165.9800000,165.9800000,1
MOEX.SBER:SMAL,1,20230208,123600,166.0000000,166.0000000,166.0000000,166.0000000,1
MOEX.SBER:SMAL,1,20230208,123700,168.0800000,168.2100000,168.0800000,168.2100000,6
MOEX.SBER:SMAL,1,20230208,130900,165.0700000,165.0700000,165.0600000,165.0600000,7
MOEX.SBER:SMAL,1,20230208,140600,165.0600000,165.0600000,164.5700000,164.5700000,10
MOEX.SBER:SMAL,1,20230208,141200,164.5700000,164.5700000,164.5600000,164.5600000,6
MOEX.SBER:SMAL,1,20230208,141400,163.2500000,163.2500000,163.1600000,163.1600000,10
MOEX.SBER:SMAL,1,20230208,162700,163.2000000,163.2000000,163.1700000,163.1700000,2
MOEX.SBER:SMAL,1,20230208,163800,163.1700000,163.1700000,163.1700000,163.1700000,3
MOEX.SBER:SMAL,1,20230208,175500,165.7900000,165.7900000,165.7900000,165.7900000,1
MOEX.SBER:SMAL,1,20230208,175600,165.7900000,165.7900000,165.7900000,165.7900000,4
MOEX.SBER:SMAL,1,20230208,175700,165.7900000,165.7900000,165.7900000,165.7900000,1
MOEX.SBER:SMAL,1,20230208,180400,163.7800000,163.7800000,163.0000000,163.0000000,116
MOEX.SBER:SMAL,1,20230208,195500,163.2600000,163.2600000,163.2600000,163.2600000,4
MOEX.SBER:SMAL,1,20230209,110700,163.5000000,163.5000000,163.5000000,163.5000000,1
MOEX.SBER:SMAL,1,20230209,110800,163.4900000,163.4900000,163.4800000,163.4900000,13
MOEX.SBER:SMAL,1,20230209,112900,162.2000000,162.2000000,162.2000000,162.2000000,8
MOEX.SBER:SMAL,1,20230209,114800,163.0000000,163.0000000,163.0000000,163.0000000,1
MOEX.SBER:SMAL,1,20230209,120700,163.4300000,163.4600000,163.4300000,163.4600000,2
MOEX.SBER:SMAL,1,20230209,121600,161.7800000,161.7800000,161.1000000,161.1000000,2
MOEX.SBER:SMAL,1,20230209,161400,163.1500000,163.3700000,163.1500000,163.3700000,6
MOEX.SBER:SMAL,1,20230209,161500,163.5500000,163.9800000,163.5500000,163.9800000,13
MOEX.SBER:SMAL,1,20230209,161600,164.6800000,164.7800000,164.6800000,164.7800000,26
MOEX.SBER:SMAL,1,20230209,161700,164.9900000,165.4300000,164.9900000,165.4300000,25
MOEX.SBER:SMAL,1,20230209,173400,165.0500000,165.0500000,164.0000000,164.0000000,100
MOEX.SBER:SMAL,1,20230209,203900,163.1800000,163.1800000,163.1800000,163.1800000,6
MOEX.SBER:SMAL,1,20230209,212800,165.9700000,165.9700000,165.9700000,165.9700000,1
MOEX.SBER:SMAL,1,20230210,103200,165.7800000,165.7800000,165.7800000,165.7800000,1
MOEX.SBER:SMAL,1,20230210,131100,163.5200000,163.5200000,163.5200000,163.5200000,3
MOEX.SBER:SMAL,1,20230210,131700,163.5200000,163.5200000,163.5200000,163.5200000,4
MOEX.SBER:SMAL,1,20230210,171200,166.8300000,166.8300000,166.8300000,166.8300000,3
MOEX.SBER:SMAL,1,20230210,183000,164.1300000,164.1300000,164.0000000,164.0000000,122
MOEX.SBER:SMAL,1,20230210,195700,164.1100000,164.1100000,164.1100000,164.1100000,2
MOEX.SBER:SMAL,1,20230210,202700,166.2500000,166.2500000,166.2500000,166.2500000,1
MOEX.SBER:SMAL,1,20230210,213900,166.2500000,166.2500000,166.2500000,166.2500000,1
MOEX.SBER:SMAL,1,20230213,100200,168.8600000,168.8600000,168.8600000,168.8600000,1
MOEX.SBER:SMAL,1,20230213,130600,165.0700000,165.0700000,165.0700000,165.0700000,8
MOEX.SBER:SMAL,1,20230213,132900,165.1000000,165.1000000,165.1000000,165.1000000,6
MOEX.SBER:SMAL,1,20230213,165200,166.4700000,168.1600000,166.4700000,168.1600000,4
MOEX.SBER:SMAL,1,20230213,171000,165.0700000,165.0700000,165.0700000,165.0700000,9
MOEX.SBER:SMAL,1,20230213,174000,165.0700000,165.0700000,165.0700000,165.0700000,1
MOEX.SBER:SMAL,1,20230213,174300,164.0200000,164.0200000,164.0000000,164.0000000,114
MOEX.SBER:SMAL,1,20230213,205500,164.6700000,164.6700000,164.6700000,164.6700000,2
MOEX.SBER:SMAL,1,20230213,230800,164.6800000,164.6800000,164.6800000,164.6800000,9
MOEX.SBER:SMAL,1,20230214,102700,165.4300000,165.4300000,165.4300000,165.4300000,2
MOEX.SBER:SMAL,1,20230214,112200,164.9900000,164.9900000,164.9900000,164.9900000,1
MOEX.SBER:SMAL,1,20230214,133100,162.3100000,162.3100000,162.3100000,162.3100000,8
MOEX.SBER:SMAL,1,20230214,144000,162.3100000,162.3100000,162.3100000,162.3100000,2
MOEX.SBER:SMAL,1,20230214,163100,162.3600000,162.3600000,162.2800000,162.2800000,3
MOEX.SBER:SMAL,1,20230214,181800,161.7500000,161.7500000,161.0000000,161.0000000,108
MOEX.SBER:SMAL,1,20230215,132100,158.2200000,158.2200000,158.2200000,158.2200000,4
MOEX.SBER:SMAL,1,20230215,152400,158.2300000,158.2300000,158.2300000,158.2300000,8
MOEX.SBER:SMAL,1,20230215,173300,159.0000000,159.0000000,159.0000000,159.0000000,4
MOEX.SBER:SMAL,1,20230215,180000,158.2300000,158.2300000,158.2200000,158.2200000,18
MOEX.SBER:SMAL,1,20230215,180100,158.1900000,158.1900000,158.1900000,158.1900000,9
MOEX.SBER:SMAL,1,20230215,180900,158.0000000,158.0000000,158.0000000,158.0000000,9
MOEX.SBER:SMAL,1,20230215,182100,157.0000000,157.0000000,156.0000000,156.0000000,106
MOEX.SBER:SMAL,1,20230215,202400,156.9000000,156.9000000,156.9000000,156.9000000,3
MOEX.SBER:SMAL,1,20230215,205700,155.1100000,155.1100000,155.1100000,155.1100000,9
MOEX.SBER:SMAL,1,20230215,222200,156.0500000,156.0500000,156.0500000,156.0500000,1
MOEX.SBER:SMAL,1,20230216,100100,160.4500000,160.4500000,160.4500000,160.4500000,1
MOEX.SBER:SMAL,1,20230216,100700,158.7700000,158.7700000,158.7700000,158.7700000,1
MOEX.SBER:SMAL,1,20230216,112100,159.0000000,159.0000000,159.0000000,159.0000000,1
MOEX.SBER:SMAL,1,20230216,121100,155.7100000,155.7100000,155.7100000,155.7100000,4
MOEX.SBER:SMAL,1,20230216,122500,159.8000000,159.8000000,159.8000000,159.8000000,1
MOEX.SBER:SMAL,1,20230216,123300,159.7900000,159.7900000,159.7900000,159.7900000,1
MOEX.SBER:SMAL,1,20230216,140800,158.0000000,158.0000000,158.0000000,158.0000000,1
MOEX.SBER:SMAL,1,20230216,140900,156.0700000,156.0700000,156.0700000,156.0700000,5
MOEX.SBER:SMAL,1,20230216,143800,159.8000000,159.8000000,159.8000000,159.8000000,1
MOEX.SBER:SMAL,1,20230216,144500,156.0700000,156.0700000,156.0700000,156.0700000,6
MOEX.SBER:SMAL,1,20230216,151500,156.0700000,156.0700000,156.0700000,156.0700000,2
MOEX.SBER:SMAL,1,20230216,160200,156.0700000,156.0700000,156.0700000,156.0700000,2
MOEX.SBER:SMAL,1,20230216,175800,158.0000000,158.0000000,158.0000000,158.0000000,5
MOEX.SBER:SMAL,1,20230216,175900,157.0400000,157.0400000,157.0000000,157.0000000,56
MOEX.SBER:SMAL,1,20230216,191700,157.0000000,157.0000000,157.0000000,157.0000000,8
MOEX.SBER:SMAL,1,20230216,202700,157.9900000,157.9900000,157.9900000,157.9900000,7
MOEX.SBER:SMAL,1,20230217,101800,150.0100000,150.0100000,150.0100000,150.0100000,3
MOEX.SBER:SMAL,1,20230217,125300,156.8200000,156.8200000,156.7500000,156.7500000,2
MOEX.SBER:SMAL,1,20230217,144800,158.9900000,159.0000000,158.9900000,159.0000000,10
MOEX.SBER:SMAL,1,20230217,151900,158.9800000,158.9800000,158.9800000,158.9800000,2
MOEX.SBER:SMAL,1,20230217,161100,160.5600000,160.5600000,160.5600000,160.5600000,2
MOEX.SBER:SMAL,1,20230217,174000,158.0400000,158.0400000,158.0000000,158.0000000,70
MOEX.SBER:SMAL,1,20230217,174800,158.0000000,158.0000000,158.0000000,158.0000000,2
MOEX.SBER:SMAL,1,20230217,175900,159.0000000,159.0000000,159.0000000,159.0000000,1
MOEX.SBER:SMAL,1,20230217,234300,159.7100000,159.9000000,159.7100000,159.9000000,5
MOEX.SBER:SMAL,1,20230220,120900,157.5500000,157.5500000,157.5500000,157.5500000,1
MOEX.SBER:SMAL,1,20230220,131300,155.8100000,155.8100000,155.8100000,155.8100000,2
MOEX.SBER:SMAL,1,20230220,134900,162.1200000,162.1200000,155.8100000,155.8100000,7
MOEX.SBER:SMAL,1,20230220,140600,155.8200000,162.1200000,155.8200000,162.1200000,2
MOEX.SBER:SMAL,1,20230220,140700,155.8200000,155.8200000,155.8200000,155.8200000,1
MOEX.SBER:SMAL,1,20230220,150300,161.9900000,161.9900000,161.9900000,161.9900000,1
MOEX.SBER:SMAL,1,20230220,153400,155.9900000,155.9900000,155.9900000,155.9900000,1
MOEX.SBER:SMAL,1,20230220,175100,158.0200000,158.0200000,158.0000000,158.0000000,123
MOEX.SBER:SMAL,1,20230221,101400,164.2100000,164.2100000,164.2100000,164.2100000,4
MOEX.SBER:SMAL,1,20230221,115600,161.5000000,161.5000000,161.5000000,161.5000000,9
MOEX.SBER:SMAL,1,20230221,115700,161.9700000,161.9700000,161.9700000,161.9700000,1
MOEX.SBER:SMAL,1,20230221,120200,161.9700000,161.9700000,161.9700000,161.9700000,8
MOEX.SBER:SMAL,1,20230221,141100,160.5700000,160.5700000,160.4200000,160.4200000,8
MOEX.SBER:SMAL,1,20230221,163800,160.7600000,160.7600000,160.7600000,160.7600000,2
MOEX.SBER:SMAL,1,20230221,175000,164.9800000,164.9800000,164.9800000,164.9800000,1
MOEX.SBER:SMAL,1,20230221,175200,163.2300000,163.2300000,163.0400000,163.0400000,116
MOEX.SBER:SMAL,1,20230221,191400,160.5800000,160.5800000,160.5800000,160.5800000,8
MOEX.SBER:SMAL,1,20230222,111700,161.9000000,161.9000000,161.6500000,161.6500000,6
MOEX.SBER:SMAL,1,20230222,141000,161.8400000,161.8400000,161.6900000,161.6900000,4
MOEX.SBER:SMAL,1,20230222,142300,163.9900000,163.9900000,163.9900000,163.9900000,3
MOEX.SBER:SMAL,1,20230222,153000,163.0000000,163.0100000,163.0000000,163.0100000,2
MOEX.SBER:SMAL,1,20230222,154300,162.1300000,162.1300000,162.1300000,162.1300000,8
MOEX.SBER:SMAL,1,20230222,155100,162.2600000,162.2600000,162.2600000,162.2600000,2
MOEX.SBER:SMAL,1,20230222,160200,163.3800000,163.4500000,163.3800000,163.4500000,6
MOEX.SBER:SMAL,1,20230222,160300,163.5000000,163.5000000,163.5000000,163.5000000,1
MOEX.SBER:SMAL,1,20230222,164000,163.5000000,163.5000000,163.5000000,163.5000000,2
MOEX.SBER:SMAL,1,20230222,180700,163.5000000,163.5000000,163.0000000,163.0000000,44
MOEX.SBER:SMAL,1,20230222,233800,163.5000000,163.9900000,163.5000000,163.9900000,5
MOEX.SBER:SMAL,1,20230224,101100,161.2500000,161.2500000,161.2500000,161.2500000,3
MOEX.SBER:SMAL,1,20230224,105800,163.9500000,163.9500000,163.9400000,163.9400000,2
MOEX.SBER:SMAL,1,20230224,115700,165.5400000,165.5400000,165.5400000,165.5400000,1
MOEX.SBER:SMAL,1,20230224,120700,164.2400000,164.2400000,164.0200000,164.0200000,8
MOEX.SBER:SMAL,1,20230224,132500,165.0600000,165.0600000,165.0600000,165.0600000,1
MOEX.SBER:SMAL,1,20230224,140600,165.3600000,165.3600000,165.3600000,165.3600000,1
MOEX.SBER:SMAL,1,20230224,142000,163.2500000,163.2500000,163.2500000,163.2500000,4
MOEX.SBER:SMAL,1,20230224,173400,163.3200000,163.3200000,163.0000000,163.0000000,62
MOEX.SBER:SMAL,1,20230224,205800,163.9900000,163.9900000,163.9900000,163.9900000,5
MOEX.SBER:SMAL,1,20230227,102800,164.5000000,164.9300000,164.5000000,164.9300000,10
MOEX.SBER:SMAL,1,20230227,103600,167.0000000,167.0000000,167.0000000,167.0000000,1
MOEX.SBER:SMAL,1,20230227,103700,167.1600000,167.1600000,167.1600000,167.1600000,7
MOEX.SBER:SMAL,1,20230227,110300,167.1300000,167.1500000,167.1300000,167.1500000,8
MOEX.SBER:SMAL,1,20230227,132000,166.5200000,166.5200000,166.5000000,166.5000000,2
MOEX.SBER:SMAL,1,20230227,141300,167.2800000,167.2900000,167.2800000,167.2900000,2
MOEX.SBER:SMAL,1,20230227,143800,166.0100000,166.0100000,166.0000000,166.0000000,2
MOEX.SBER:SMAL,1,20230227,144100,165.5100000,165.5100000,165.0000000,165.0000000,6
MOEX.SBER:SMAL,1,20230227,154600,167.4900000,167.5100000,167.4900000,167.5100000,10
MOEX.SBER:SMAL,1,20230227,155300,167.5500000,167.5500000,167.5500000,167.5500000,1
MOEX.SBER:SMAL,1,20230227,171000,167.1800000,167.1800000,167.1800000,167.1800000,8
MOEX.SBER:SMAL,1,20230227,171400,169.3100000,169.3100000,169.3100000,169.3100000,1
MOEX.SBER:SMAL,1,20230227,174700,168.3200000,168.3200000,168.0200000,168.0200000,152
MOEX.SBER:SMAL,1,20230227,175200,169.3200000,169.4800000,169.3200000,169.4800000,6
MOEX.SBER:SMAL,1,20230227,180400,169.9600000,169.9600000,169.9600000,169.9600000,1
MOEX.SBER:SMAL,1,20230227,194400,165.5800000,169.9900000,165.5700000,169.9900000,4
MOEX.SBER:SMAL,1,20230227,194500,169.9900000,169.9900000,169.9900000,169.9900000,2
MOEX.SBER:SMAL,1,20230227,200000,169.9900000,169.9900000,169.9900000,169.9900000,3
MOEX.SBER:SMAL,1,20230227,221800,169.7500000,169.7500000,165.2700000,165.2700000,6
MOEX.SBER:SMAL,1,20230228,101400,163.5900000,163.5900000,163.5900000,163.5900000,8
MOEX.SBER:SMAL,1,20230228,102300,165.7600000,165.7600000,165.7500000,165.7500000,6
MOEX.SBER:SMAL,1,20230228,102500,170.0000000,170.0000000,170.0000000,170.0000000,1
MOEX.SBER:SMAL,1,20230228,105400,173.0000000,173.0000000,173.0000000,173.0000000,1
MOEX.SBER:SMAL,1,20230228,110100,166.3200000,166.3200000,166.3100000,166.3100000,2
MOEX.SBER:SMAL,1,20230228,113200,170.0000000,170.0000000,170.0000000,170.0000000,3
MOEX.SBER:SMAL,1,20230228,114500,166.4500000,166.4500000,166.4500000,166.4500000,1
MOEX.SBER:SMAL,1,20230228,121000,166.4400000,166.4400000,166.4400000,166.4400000,1
MOEX.SBER:SMAL,1,20230228,121200,170.9900000,170.9900000,170.9900000,170.9900000,1
MOEX.SBER:SMAL,1,20230228,123900,170.9900000,170.9900000,170.9900000,170.9900000,4
MOEX.SBER:SMAL,1,20230228,140700,166.4000000,166.4000000,166.3300000,166.3300000,2
MOEX.SBER:SMAL,1,20230228,142500,166.3300000,166.3300000,166.3000000,166.3000000,4
MOEX.SBER:SMAL,1,20230228,152200,170.6500000,170.6500000,170.6500000,170.6500000,1
MOEX.SBER:SMAL,1,20230228,172800,168.1400000,168.1400000,168.0100000,168.0100000,122
MOEX.SBER:SMAL,1,20230301,100800,168.5000000,168.5000000,168.5000000,168.5000000,2
MOEX.SBER:SMAL,1,20230301,103100,172.9900000,172.9900000,172.9900000,172.9900000,3
MOEX.SBER:SMAL,1,20230301,120300,171.9800000,171.9800000,171.9800000,171.9800000,2
MOEX.SBER:SMAL,1,20230301,120800,171.9800000,171.9800000,171.9800000,171.9800000,1
MOEX.SBER:SMAL,1,20230301,125000,169.0100000,169.0100000,169.0100000,169.0100000,1
MOEX.SBER:SMAL,1,20230301,125200,169.0000000,169.0000000,169.0000000,169.0000000,1
MOEX.SBER:SMAL,1,20230301,125300,168.9600000,168.9600000,168.9600000,168.9600000,2
MOEX.SBER:SMAL,1,20230301,125400,168.9600000,168.9600000,168.9600000,168.9600000,4
MOEX.SBER:SMAL,1,20230301,133500,170.5000000,170.5000000,170.5000000,170.5000000,2
MOEX.SBER:SMAL,1,20230301,135600,169.0100000,169.0100000,169.0100000,169.0100000,1
MOEX.SBER:SMAL,1,20230301,143900,169.0200000,169.0200000,169.0200000,169.0200000,5
MOEX.SBER:SMAL,1,20230301,152200,168.9600000,168.9600000,168.9600000,168.9600000,1
MOEX.SBER:SMAL,1,20230301,164400,170.9900000,170.9900000,170.9900000,170.9900000,1
MOEX.SBER:SMAL,1,20230301,180200,170.3000000,170.3000000,170.3000000,170.3000000,5
MOEX.SBER:SMAL,1,20230301,181000,170.8000000,170.8000000,170.8000000,170.8000000,1
MOEX.SBER:SMAL,1,20230301,181800,169.0500000,169.0500000,168.5500000,168.5500000,122
MOEX.SBER:SMAL,1,20230301,190900,168.5500000,168.5500000,168.5500000,168.5500000,9
MOEX.SBER:SMAL,1,20230301,191200,170.4100000,170.4100000,170.4100000,170.4100000,1
MOEX.SBER:SMAL,1,20230301,211100,170.1700000,170.1700000,170.1700000,170.1700000,4
MOEX.SBER:SMAL,1,20230302,105900,169.6000000,169.6000000,169.6000000,169.6000000,1
MOEX.SBER:SMAL,1,20230302,113600,168.1700000,168.1700000,168.1700000,168.1700000,3
MOEX.SBER:SMAL,1,20230302,121700,168.5600000,168.5600000,168.2100000,168.2100000,7
MOEX.SBER:SMAL,1,20230302,121800,168.2000000,168.2000000,168.2000000,168.2000000,9
MOEX.SBER:SMAL,1,20230302,123000,167.0600000,167.0600000,167.0600000,167.0600000,3
MOEX.SBER:SMAL,1,20230302,130100,168.2600000,168.2600000,168.2600000,168.2600000,5
MOEX.SBER:SMAL,1,20230302,132600,167.1400000,167.1400000,167.0500000,167.0500000,9
MOEX.SBER:SMAL,1,20230302,132700,167.0500000,167.0500000,167.0500000,167.0500000,1
MOEX.SBER:SMAL,1,20230302,133900,167.0900000,167.0900000,167.0900000,167.0900000,2
MOEX.SBER:SMAL,1,20230302,142400,169.5000000,169.6000000,169.5000000,169.6000000,4
MOEX.SBER:SMAL,1,20230302,143800,167.2500000,167.2500000,167.2500000,167.2500000,9
MOEX.SBER:SMAL,1,20230302,144100,169.4500000,169.4500000,169.4500000,169.4500000,1
MOEX.SBER:SMAL,1,20230302,153100,167.2400000,167.2400000,167.2300000,167.2300000,8
MOEX.SBER:SMAL,1,20230302,164600,168.6400000,168.6400000,168.6400000,168.6400000,2
MOEX.SBER:SMAL,1,20230302,170900,168.2000000,168.2000000,167.5000000,167.5000000,42
MOEX.SBER:SMAL,1,20230302,205300,169.4900000,169.4900000,169.4900000,169.4900000,1
MOEX.SBER:SMAL,1,20230303,115600,169.5400000,169.5500000,169.5400000,169.5500000,2
MOEX.SBER:SMAL,1,20230303,132500,168.8300000,168.8300000,168.8200000,168.8200000,2
MOEX.SBER:SMAL,1,20230303,133900,168.7300000,168.7300000,168.7300000,168.7300000,1
MOEX.SBER:SMAL,1,20230303,134000,168.7300000,168.7300000,168.7300000,168.7300000,2
MOEX.SBER:SMAL,1,20230303,134300,168.7200000,168.7200000,168.7200000,168.7200000,6
MOEX.SBER:SMAL,1,20230303,141300,168.7200000,168.7200000,168.7200000,168.7200000,9
MOEX.SBER:SMAL,1,20230303,145800,168.7200000,168.7200000,168.7200000,168.7200000,4
MOEX.SBER:SMAL,1,20230303,163100,169.9300000,169.9400000,169.9300000,169.9400000,6
MOEX.SBER:SMAL,1,20230303,174300,172.7000000,172.7100000,172.7000000,172.7100000,9
MOEX.SBER:SMAL,1,20230303,181700,169.7100000,169.7100000,169.0600000,169.0600000,86
MOEX.SBER:SMAL,1,20230303,182400,170.2400000,170.2400000,170.2400000,170.2400000,3
MOEX.SBER:SMAL,1,20230303,232100,172.6000000,172.6000000,172.6000000,172.6000000,5
MOEX.SBER:SMAL,1,20230306,125100,170.1400000,170.1400000,170.1400000,170.1400000,3
MOEX.SBER:SMAL,1,20230306,125300,170.1400000,170.1400000,170.1400000,170.1400000,2
MOEX.SBER:SMAL,1,20230306,125600,170.1400000,170.1400000,170.1400000,170.1400000,3
MOEX.SBER:SMAL,1,20230306,125900,171.0600000,171.0600000,171.0600000,171.0600000,3
MOEX.SBER:SMAL,1,20230306,134800,172.7200000,172.7200000,172.7200000,172.7200000,1
MOEX.SBER:SMAL,1,20230306,143400,171.5100000,171.5100000,171.5100000,171.5100000,1
MOEX.SBER:SMAL,1,20230306,161100,172.7100000,172.7100000,172.7100000,172.7100000,1
MOEX.SBER:SMAL,1,20230306,175800,171.7700000,171.7700000,170.2900000,170.2900000,98
MOEX.SBER:SMAL,1,20230306,181200,170.3300000,170.3300000,170.3300000,170.3300000,1
MOEX.SBER:SMAL,1,20230306,211400,170.3300000,170.3300000,170.3300000,170.3300000,1
MOEX.SBER:SMAL,1,20230306,214500,170.3300000,170.3300000,169.5100000,169.5100000,4
MOEX.SBER:SMAL,1,20230306,222200,169.5100000,169.5100000,169.5100000,169.5100000,3
MOEX.SBER:SMAL,1,20230307,131000,172.0900000,172.0900000,172.0900000,172.0900000,1
MOEX.SBER:SMAL,1,20230307,142000,172.9900000,172.9900000,172.9900000,172.9900000,2
MOEX.SBER:SMAL,1,20230307,145400,171.5700000,171.5700000,171.5700000,171.5700000,4
MOEX.SBER:SMAL,1,20230307,153900,172.6900000,172.6900000,172.6900000,172.6900000,3
MOEX.SBER:SMAL,1,20230307,162000,172.6900000,172.6900000,172.6900000,172.6900000,3
MOEX.SBER:SMAL,1,20230307,172600,173.7000000,173.7000000,173.7000000,173.7000000,4
MOEX.SBER:SMAL,1,20230307,175000,173.0000000,173.0000000,173.0000000,173.0000000,72
MOEX.SBER:SMAL,1,20230307,175400,173.8000000,173.8000000,173.8000000,173.8000000,2
MOEX.SBER:SMAL,1,20230307,175500,173.8000000,174.0500000,173.8000000,174.0500000,9
MOEX.SBER:SMAL,1,20230307,180500,172.3700000,172.3700000,172.3700000,172.3700000,1
MOEX.SBER:SMAL,1,20230307,223900,174.4900000,174.4900000,174.4900000,174.4900000,1
MOEX.SBER:SMAL,1,20230309,102300,173.5000000,173.5000000,173.5000000,173.5000000,1
MOEX.SBER:SMAL,1,20230309,105000,173.0000000,173.0000000,173.0000000,173.0000000,1
MOEX.SBER:SMAL,1,20230309,105100,173.0000000,173.0000000,173.0000000,173.0000000,3
